Crash Type,Report Made?,Date / Time,Case Number,District,Crash Location,Lanes Of Traffic,Signal Present?,Speed Limit Of Road (MPH),Road Type,Synopsis,Ticket/Arrest?,Citation To,Pedestrian Age,Pedestrian Gender,Pedestrian City Of Residence,Pedestrian Zip Code,Biker Age,Biker Gender,Biker City of Residence,Biker Zip Code,Driver Age,Driver Gender,Driver City Of Residence,Driver Zip Code,Injury to Pedestrian?,Level of Injury to Pedestrian,Pedestrian to Hospital?,Injury to Biker?,Level of Injury to Biker,Biker to Hospital?,Crash Lat/Long Location,Count,District Council - Map,Council Ward
Pedestrian,Yes,12/30/2016 09:45:00 PM,16-266642,Western District,Selby Ave & St. Albans,2,No,30,Municipal Aid Street,"A Police Officer was walking in the street with a person he was arresting for a robbery.  While searching the subject prior to placing him in the squad, a vehicle driving EB on Selby struck the officer and arrestee, breaking the mirror on the vehicle.  The driver admitted seeing the officer and the person who was being arrested, stating that person looked familiar.  The driver said she did not intentionally strike the officer and did not realize she hit him until she was stopped by police.  The driver was extremely intoxicated, pbt was .245 BAC.  A search warrant was written for a blood draw and a sample was obtained.  The driver was booked for DWI and CVO.",Yes,Driver,36,Male,St. Paul,55104,,,,,22,Female,Woodbury,55125,Yes,Suspected Minor Injury,Yes,,,,"(44.946579, -93.128823)",1,9,7
Bike,Yes,08/12/2018 09:38:00 PM,18-182102,Central District,Maryland Ave & L'Orient,6,Yes,30,County - State Aid Highway,"On 08/12/2018 at about 2140 hours, Officers were sent to Maryland and L'Orient on a roll over crash. Three people were transported to Hospital. a bicyclist and another vehicle were also struck, but no others were transported to Hospital.",No,None,,,,,47,Male,St. Paul,55102,49,Male,St. Paul,55106,,,,No,None,No,"(44.97701561, -93.09067352)",1,3,3
Pedestrian,Yes,06/15/2018 02:05:00 PM,18-129771,Eastern District,White Bear Ave N & Old Hudson Rd,Parking Lot,No,10,Private,"Manager of the SA store stopped a shoplifter in the parking lot.  The shoplifter got into a vehicle and drove into the manager, then fled.",No,None,26,Male,St. Paul,55119,,,,,,Male,Unknown,Unknown,Yes,Suspected Minor Injury,No,,,,"(44.95246593, -93.02532278)",1,16,2
Bike,Yes,08/05/2017 04:30:00 PM,17-182955,Central District,Oakdale Ave & Winona,2,Stop Sign,30,City,Driving SB Oakdale crossing Winona.  Biker EB Oakdale and had a stop sign.  Biker going too fast to stop and struck vehicle.,No,None,,,,,12,Female,St. Paul,55107,33,Male,St. Paul,55107,,,,Yes,Possible Injury,Yes,"(44.92130509, -93.07679507)",1,7,5
Bike,Yes,06/22/2017 08:05:00 PM,17-142712,Western District,University Ave W & Dale St N,2,No,30,County - State Aid,Driver was NB on Dale at University with green light.  Biker was EB University and went through on red light. Driver struck bike.,No,None,,,,,11,Male,St. Paul,55103,51,Male,St. Paul,55104,,,,Yes,Possible Injury,No,"(44.95570298, -93.12627739)",1,9,7
Pedestrian,Yes,10/04/2018 10:39:00 PM,18-228813,Central District,University Ave E & Jackson St,4,Yes,30,County - State Aid Highway,"Driver was WB University Ave turning left to SB Jackson, striking a pedestrian who was crossing in the crosswalk.  Driver cited.",Yes,Driver,5,Female,St. Paul,55106,,,,,53,Male,St. Paul,55109,Yes,Possible Injury,Yes,,,,"(44.9559126, -93.09701371)",1,12,5
Pedestrian,Yes,08/28/2018 09:51:00 PM,18-196677,Western District,University Ave W & Lexington Pkwy,4,Yes,30,County - State Aid Highway,driver making a right turn to SB Lex from EB Uni struck ped that was in crosswalk.  Driver cited.,Yes,Driver,17,Female,St. Paul,55119,,,,,26,Male,Bloomington,55420,No,None,No,,,,"(44.9555274, -93.14676048)",1,17,7
Pedestrian,Yes,09/11/2018 04:10:00 PM,18-208752,Central District,Livingston & Fillmore,2,No,30,Municiapl State Aid,Driver was EB Fillmore and struck pedestrian that was crossing SB in marked x-walk.,No,None,51,Male,Lino Lakes,55014,,,,,64,Female,Burnsville,55337,No,None,No,,,,"(44.94085893, -93.0861094)",1,7,5
Bike,Yes,06/24/2017 02:25:00 PM,17-144376,Eastern District,Minnehaha Ave E & Hazelwood St,2,No,30,State - Trunk Highway,"Police spoke to a witness who stated the juvenile was riding a bicycle northbound Hazelwood and crossed Minnehaha. The witness stated a vehicle struck the juvenile, stopped, and fled the scene. Police later located the vehicle parked and unoccupied. Police towed the vehicle.  Investigation continues.",No,None,,,,,14,Male,St. Paul,55119,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,Yes,"(44.96317932, -93.03568563)",1,14,2
Bike,Yes,08/24/2018 10:55:00 AM,18-192683,Central District,I35E & St. Clair,4,No,30,Municiapl State Aid,Vehicle #1 East bound on St.Clair Ave. and in the procrss of making a left turn onto Hwy 35E on ramp. Bicyclist West bound on St. Clair Ave. and was in the crosswalk at Hwy 35E on ramp. Vehicle #1 did not yield for the bicyclist and proceeded through with turn and struck bicyclist.  Driver cited.,Yes,Driver,,,,,43,Male,White Bear Lake,55110,56,Female,Roseville,55113,,,,No,None,No,"(44.93430314, -93.12554643)",1,11,5
Pedestrian,No,11/11/2016 12:41:00 PM,16-232284,Western District,Como Ave & Doswell,2,Yes,30,Municipal Aid Street,"No report.  Pedestrian refused to make report, but did give officer basic information about crash.  Driver admitted fault so he was cited for failure to yield to pedestrian in crosswalk.",Yes,Driver,,Unknown,Unknown,Unknown,,,,,62,Male,St. Paul,55108,Yes,Suspected Minor Injury,No,,,,"(44.982394, -93.195791)",1,1,4
Bike,Yes,07/23/2018 07:12:00 PM,18-164242,Central District,Rice & Larpenteur,Parking Lot,No,10,Private,driver exiting parking lot struck biker on the sidewalk,Yes,Driver,,,,,54,Male,Forest Lake,55025,11,Male,St. Paul,55117,,,,Yes,Possible Injury,No,"(44.99181005, -93.10581802)",1,3,3
Pedestrian,Yes,08/27/2018 07:40:00 AM,18-195021,Central District,Rice St & Arlington,4,Yes,30,County - State Aid Highway,Unit #1 was traveling south on Rice St. on a green light when Unit #2 (pedestrian) ran against the light eastbound across Rice St. on Arlington Ave. Unit #1 struck the pedestrian in the intersection with the front of her vehicle causing injuries to the pedestrian. The pedestrian was transported to regions Hospital for evaluation. Driver of Unit #1 did not appear to be operating her vehicle under the influence of any alcohol or drugs. Unit #1 sustained minor damage to its front hood. Drive of Unit #1 had a valid drivers license and current insurance information. No injuries to driver of Unit #1.,No,None,21,Female,Vadnais Heights,55127,,,,,37,Female,St. Paul,55117,Yes,Suspected Minor Injury,Yes,,,,"(44.98459088, -93.10584837)",1,3,3
Pedestrian,Yes,07/13/2018 11:06:00 AM,18-154983,Western District,University Ave W & Raymond,4,Yes,30,County - State Aid Highway,ped came out from between parked cars and was struck by a moped.,No,None,59,Male,Minneapolis,55414,,,,,33,Male,Minneapolis,55406,Yes,Suspected Serious Injury,Yes,,,,"(44.96368324, -93.19759643)",1,1,4
Bike,Yes,07/19/2017 04:52:00 PM,17-167746,Western District,Raymond Ave & Energy Park Drive,2,Yes,30,County - State Aid Highway,Biker NB in bike lane.  Driver made right turn and did not see the biker.,No,None,,,,,38,Male,St. Paul,55108,46,Ma,"Hudson, WI",54016,,,,Yes,Possible Injury,No,"(44.97428004, -93.19466319)",1,1,4
Bike,Yes,06/05/2017 04:00:00 PM,17-127912,Central District,Rice & Ivy,4,No,30,County - State Aid Highway,Biker riding on sidewalk.  Driver exiting parking lot.  Driver said she did not see the biker.,No,None,,,,,13,Male,St. Paul,55117,43,Female,Cottage Grove,55016,,,,Yes,Suspected Minor Injury,No,"(44.98021972, -93.1059947)",1,3,3
Bike,Yes,08/31/2018 01:25:00 PM,18-199043,Eastern District,Minnehaha Ave E & White Bear Ave,2,Yes,30,State - Trunk Highway,"Driver was WB Minnehaha at White Bear.  Driver saw biker, who was on sidewalk not attempting to cross.  Driver made right turn to SB White Bear.  Biker was NB White Bear on E sidwalk.  Biker observed 7 seconds left on crosswalk sign and decided to go at same time and was struck by vehicle.",No,None,,,,,15,Male,St. Paul,55119,25,Male,St. Paul,55106,,,,Yes,Suspected Minor Injury,No,"(44.96310662, -93.02537946)",1,14,2
Pedestrian,Yes,06/06/2017 06:50:00 PM,17-129077,Eastern District,Arcade & Wheelock,4,Yes,30,State - Trunk Highway,Driver struck pedestrian who was in a motorized wheelchair.  Driver fled.,No,None,28,Male,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.98479641, -93.06606693)",1,13,1
Pedestrian,Yes,09/05/2018 04:45:00 PM,18-203455,Western District,Grand Ave & Chatsworth,3,Stop Sign,30,Municiapl State Aid,"Driver was SB Chatsworth, making left to EB Grand.  Pedestrian was walking SB in marked crosswalk.  Driver cited.",Yes,Driver,33,Female,St. Paul,55102,,,,,80,Female,St. Paul,55105,Yes,Suspected Minor Injury,Yes,,,,"(44.939973, -93.14151)",1,8,5
Bike,Yes,11/22/2016 03:07:00 PM,16-240047,Eastern District,Maryland Ave E & Arcade St,4,Yes,30,State - Trunk Highway,"Bike travelling EB Maryland in crosswalk at Arcade, entered intersection on yellow light.  Vehicle NB Arcade in right lane on green light (at time of crash) did not see bike and crashed.",No,None,,,,,15,Male,St. Paul,55106,17,Female,St. Paul,55102,,,,Yes,Possible Injury,No,"(44.977522, -93.065967)",1,13,1
Pedestrian,Yes,09/17/2018 12:05:00 PM,18-213827,Western District,University Ave W& Fairview,Parking Lot,No,10,Private,Driver struck pedestrian while backing up in a parking lot.,No,None,74,Female,St. Paul,55104,,,,,74,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.95549533, -93.17710304)",1,17,4
Pedestrian,Yes,08/16/2018 01:16:00 PM,18-185596,Western District,Chatsworth & Fairmount,2,No,30,City,"On 08/16/2018 at approximately 1316 hours, SPPD officers were sent to the intersection of Chatsworth Street and Fairmount Ave for a reported hit and run accident. Upon arrival, Officers learned a pedestrian was struck by a vehicle and the vehicle was observed leaving the scene. Subsequently, no one was injured.",No,None,36,Male,Red Wing,55066,,,,,,Female,Unknown,Unknown,No,None,No,,,,"(44.93674536, -93.1413392)",1,8,5
Bike,Yes,09/28/2017 01:42:00 PM,17-229864,Western District,Marshall Ave & Otis St,2,No,30,City,Vehicle was exiting parking lot of 300 Mississippi River Blvd onto Otis.  Bike was struck on Otis.,No,None,,,,,71,Male,St. Paul,55104,66,Female,St. Paul,55105,,,,Yes,Possible Injury,No,"(44.94869107, -93.19792399)",1,17,4
Pedestrian,Yes,07/20/2018 05:03:00 PM,18-161711,Central District,i35E & Kellogg,3,Yes,30,County - State Aid Highway,"Pedestrian was crossing WB on Kellogg, veh was turning right onto Kellogg from NB 35e and struck ped. Driver fled scene.",No,None,57,Male,St. Paul,55106,,,,,,Female,Unknown,Unknown,Yes,Suspected Minor Injury,No,,,,"(44.94662198, -93.10430956)",1,12,5
Pedestrian,Yes,08/07/2018 08:07:00 PM,18-177496,Central District,Rice St & Manitoba,2,No,30,County - State Aid Highway,"On 8/7/2018 at 2007 hours, a squad came upon a motor vehicle accident involving a pedestrian, at the intersection of Rice Street and Manitoba Ave West.  Witnesses reported the juvenile male ran into the roadway as the vehicle was traveling southbound on Rice street. There were no injuries and no damage to property.  Information was gathered at the scene for report purposes.",No,None,13,Male,Maplewood,55109,,,,,33,Female,St. Paul,55130,No,None,No,,,,"(44.96835431, -93.10597284)",1,3,7
Pedestrian,Yes,10/06/2018 02:10:00 AM,18-229844,Western District,Blair & Mackubin,2,No,30,City,"Driver was EB Blair, came up onto sidewalk and struck pedestrian.  Vehicle fled.",No,None,36,Male,St. Paul,55117,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.9611509, -93.12214287)",1,10,7
Pedestrian,Yes,08/13/2018 05:30:00 PM,18-182845,Eastern District,Edgerton & York,2,No,30,City,Child ran into street and driver was unable to stop in time.,No,None,7,Female,St. Paul,55106,,,,,29,Female,St. Paul,55130,Yes,Suspected Minor Injury,Yes,,,,"(44.96845727, -93.07511888)",1,13,1
Pedestrian,Yes,09/10/2018 07:07:00 AM,18-408228,State Patrol,I35 E & Maryland,4,Yes,30,County - State Aid Highway,"Bus driver made right turn to SB I35E and struck pedestrian (in a wheel chair).  Bus said pedestrian was on the sidewalk when he started to turn.  Witness stated pedestrian was already in the crosswalk.  No injury, wheel chair disabled.",No,None,76,Male,St. Paul,55117,,,,,41,Male,Arden Hills,55112,No,None,No,,,,"(44.97628572, -93.08971595)",1,3,3
Pedestrian,Yes,07/23/2018 12:26:00 PM,18-163593,Eastern District,Arcade St & Wheelock,4,Yes,30,State - Trunk Highway,Driver was impaired by alcohol and had been stopped at traffic light for 3 cycles.  Pedestrian was checking on driver when the driver accelerated into reverse and pinned the pedestrian between 2 cars before fleeing.  Driver was evetnaully capture and arrested/booked for felony CVO.,Yes,Driver,30,Female,St. Paul,55117,,,,,51,Female,St. Paul,55103,Yes,Suspected Minor Injury,Yes,,,,"(44.98492644, -93.06609225)",1,13,1
Pedestrian,Yes,10/05/2018 05:04:00 PM,18-229431,Western District,University Ave W & Simpson St,4,No,30,County - State Aid Highway,Driver was EB University.  Pedestrian was crossing in a marked crosswalk.  Driver struck the pedestrian's hand as it failed to stop.  Driver fled.,No,None,30,Female,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.95552207, -93.16371229)",1,17,7
Bike,Yes,08/27/2018 01:17:00 PM,18-195284,Eastern District,Payne Ave & Case,2,Yes,30,County - State Aid Highway,"Unit #1 was stopped southbound on Payne at Case Avenue. After the light cycled to green, unit #1 attempted to make a left turn onto eastbound Case Avenue. Unit #1 collided with unit #2, which was southbound in the northbound bike lane. The driver of unit #2 mentioned that she was in the marked crosswalk. CCTV cameras show that she was actually in the bike lane going the wrong direction prior to the accident. The crash itself was not captured on the CCTV. Unable to locate any independent witnesses while on scene. No citations issued.

 Lime E-Scooter",No,None,,,,,17,Female,St. Paul,55106,,Unknown,Unknown,Unknown,,,,Yes,Possible Injury,Yes,"(44.9702883, -93.07348389)",1,13,1
Pedestrian,Yes,09/11/2018 11:35:00 AM,18-208524,Central District,Rice St & Front,4,Yes,30,County - State Aid Highway,"Driver was starting in traffic, NB Rice when pedestrian ran in front against light.",No,None,49,Female,St. Paul,55104,,,,,77,Male,Roseville,55113,Yes,Possible Injury,No,,,,"(44.97023948, -93.1059549)",1,3,3
Pedestrian,Yes,12/19/2017 02:10:00 PM,17-290625,Western District,University Ave W & Berry St,4,Yes,30,County - State Aid Highway,"Vehicle was WB University with a green light.  Pedestrian darted into traffic from the north side of Uni, against a don't walk sign.  Vehicle struck ped.",No,None,47,Female,St. Paul,55101,,,,,67,Male,Falcon Heights,55113,Yes,Suspected Serious Injury,Yes,,,,"(44.96737, -93.206459)",1,1,4
Bike,Yes,06/13/2017 05:56:00 PM,17-135479,Central District,Victoria St S & Armstrong,2,Stop Sign,30,City,14 y/o biker failed to stop for a stop sign and was struck by vehicle.  No citations issued.,No,Driver,,,,,14,Male,St. Paul,55102,32,Male,St. Paul,55102,,,,Yes,Suspected Minor Injury,Yes,"(44.9250425, -93.13637541)",1,11,5
Pedestrian,Yes,06/20/2017 12:39:00 PM,17-140442,Eastern District,Maryland Ave E & Arkwright St N,4,No,30,Municipal State Aid,"Unit 2 struck two pedestrians in the crosswalk. Unit 1 stated that
she was lifting her visor when this happened and did not see the pedestrians A witness stated that she was moving very slow.  Driver cited for FTY Ped.",Yes,Driver,49,Female,St. Paul,55117,,,,,38,Female,Burnsville,55337,Yes,Possible Injury,Yes,,,,"(44.97739725, -93.0837077)",1,13,3
Pedestrian,Yes,09/04/2018 06:32:00 AM,18-202086,Western District,Randolph Ave & Sneling Ave S,4,Yes,30,County - State Aid Highway,Driver was WB on Randolph from Snelling.  Pedestrian was in the street and was struck.  Minor injuries.  No citations.,No,None,25,Male,St. Paul,55119,,,,,60,Female,St. Paul,55105,Yes,Possible Injury,Yes,,,,"(44.92693157, -93.16718498)",1,6,6
Pedestrian,Yes,06/13/2017 12:14:00 PM,17-135244,Western District,Dayton Ave & Summit,2,No,30,City,"Driver was going too fast and not paying attention.  A vehicle in front of him stopped to let pedestrians cross in a marked crosswalk.  Driver slammed on brakes, but couldn't stop, striking the stopped car and then going onto sidewalk and striking pedestrian.  Driver cited.",Yes,Driver,46,Male,"ALENCON, 61, FRANCE",Unknown,,,,,34,Male,Cannon Falls,55009,Yes,Suspected Serious Injury,Yes,,,,"(44.947628, -93.107691)",1,12,5
Pedestrian,Yes,11/03/2017 04:04:00 PM,17-257825,Western District,University Ave W & Lexington,6,Yes,30,County - State Aid Highway,"Driver was EB University and struck pedestrian.  Driver stated that his windshield was covered in snow on the passenger side. The passenger side windshield wiper blade was missing, preventing snow from being cleared. DV1 stated that he did not see the pedestrian, and he struck the pedestrian in the crosswalk at about 5 mph.",Yes,Driver,70,Male,St. Paul,55101,,,,,27,Male,St. Paul,55102,No,None,No,,,,"(44.95556586, -93.14648689)",1,9,7
Pedestrian,Yes,06/14/2017 06:59:00 PM,17-136300,Eastern District,723 Plum St,2,No,30,City,"Driver stated she was traveling Westbound on Plum St. when the juvenile pedestrian ran South across Plum St. between two parked vehicles, and struck the pedestrian. The pedestrian was attended to by Medics but was released to mother on scene.",Yes,Driver,6,Male,St. Paul,55106,,,,,18,Female,Oakdale,55128,No,None,No,,,,"(44.95277255, -93.06455897)",1,15,2
Pedestrian,Yes,06/07/2017 04:45:00 PM,17-129979,Central District,Robert & Kellogg,6,No,30,State - Trunk Highway,Driver struck pedestrian while making a right turn on green light.  Witness stated pedestrian was crossing against the signal.  No citations issued due to conflicting stories.,No,None,67,Female,St. Paul,55116,,,,,30,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.94564874, -93.08917526)",1,12,5
Pedestrian,Yes,03/09/2018 03:22:00 PM,18-049007,Central District,Exchange St & Chestnut,2,Yes,30,Municiapl State Aid,"Driver was NB Chestnut, making left turn to WB Exchange with a green light.  Vehicle waited for traffic and then turned.  Ped was walking SB in W x-walk with walk sign and was struck by turning vehicle.",Yes,Driver,15,Female,St. Paul,55101,,,,,63,Male,Stillwater,55082,Yes,Suspected Minor Injury,Yes,,,,"(44.94248468, -93.10266549)",1,11,5
